title,stars,url,text
Bastante útil,5,https://wordpress.org/support/topic/bastante-util-6/,"

				
				<p>Llevo mucho tiempo desarrollando directamente con código. Había probado varios editores visuales, para agilizar algunos procesos, pero no me convencía ninguno. De momento elementor me está siendo de mucha ayuda y creo que es el mejor</p>

				
			"
Genial,5,https://wordpress.org/support/topic/genial-231/,"

				
				<p>Elementor ist das geniale Tool um Seiten zu erstellen</p>

				
			"
the best thing I met in the web building zone,5,https://wordpress.org/support/topic/the-best-thing-i-met-in-the-web-building-zone/,"

				
				<p>This is absolutely the best thing I met in the web building zone</p>

				
			"
One of the best builders,5,https://wordpress.org/support/topic/one-of-the-best-builders-2/,"

				
				<p>I like everything about this builder. It&#8217;s super easy to build a page, the inline preview is amazing, the responsive options are very handy, the UI is intuitive and optimized. Also, there is very explicit and easy to use documentation for developers that want to create custom extensions or add support to custom themes. </p>
<p>What more to say&#8230; one of the best builders I have used this far.<br />
Thank you for building and sharing it!</p>

				
			"
Best what i ever see.,5,https://wordpress.org/support/topic/best-what-i-ever-see/,"

				
				<p>Best what i ever see.</p>


<ul id=""bbp-topic-revision-log-11222130"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11222130-item-11222135"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month ago by <a href=""https://wordpress.org/support/users/thochef/"" title=""View thochef&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/deb1d55392174b1ed7502df642c8871b?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/deb1d55392174b1ed7502df642c8871b?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/thochef/"" title=""View thochef&#039;s profile"">thochef</a>.
	</li>

</ul>


				
			"
"The best builder, but no only the best, better and better and..",5,https://wordpress.org/support/topic/the-best-builder-but-no-only-the-best-better-and-better-and/,"

				
				<p>Always improving and doing the best in each new update.<br />
Making the dificult, easy.</p>
<p>Many thanks and long life!</p>

				
			"
Best builder!,5,https://wordpress.org/support/topic/best-builder-10/,"

				
				<p>Best builder!</p>

				
			"
Cancelled Elementor Pro Licence,1,https://wordpress.org/support/topic/cancelled-elementor-pro-licence/,"

				
				<p>After i purchased Elementor Pro, i cancelled my PRO licence due to slow loading time of Elementor Pro. When i click to Edit with Elementor option, loading time was killing me. It was taking 3 minutes. I think that they are aware of this problem and offer some solutions but they didnt solve the problem. I dont recommend this plugin. </p>

				
			"
So far this page builder is amazing,5,https://wordpress.org/support/topic/so-far-this-page-builder-is-amazing/,"

				
				<p>Love it.  I have migrated from Layers to Elementor.  I was going to keep using the new Layers-Elemntor theme but decided to change theme and re-write completely in Elementor.</p>

				
			"
Spam,5,https://wordpress.org/support/topic/spam-189/,"

				
				<p>Was installed with a theme. I had to remove it manually. Keeps showing popups when you try to remove it.</p>

				
			"
Made My Life Significantly Easier,5,https://wordpress.org/support/topic/made-my-life-significantly-easier/,"

				
				<p>I can&#8217;t believe it took me ~24 hours to consider upgrading to pro.  I was struggling with setting up my blog to look professional.  I finally decided to download Elementor.  After about 20 minutes, I realized the value of Elementor and decided to go ahead and upgrade to Pro the following day knowing that the value would easily offset the cost.  Easiest $50 I&#8217;ve spent this year.  My blog looks amazing and it definitely would have cost me over $1000 to have someone else do it.</p>


<ul id=""bbp-topic-revision-log-11220402"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11220402-item-11220407"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 1 week ago by <a href=""https://wordpress.org/support/users/scornelia/"" title=""View Spencer&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/04a2f7a5f76696558366034f95b97bbc?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/04a2f7a5f76696558366034f95b97bbc?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/scornelia/"" title=""View Spencer&#039;s profile"">Spencer</a>.
	</li>

</ul>


				
			"
The absolute best page builder there is.,5,https://wordpress.org/support/topic/the-absolute-best-page-builder-there-is/,"

				
				<p>I used to hold a big grudge against page builders as i saw them limit me in my creativity and i couldn&#8217;t do what i really wanted, when i wanted.</p>
<p>Elementor is the answer to that prayer.</p>
<p>As a professional who is against page builders, this is absolutely PERFECT. I even went as far as to purchase the big subscription, only to support the cause.</p>
<p>Keep up the great work!</p>

				
			"
The best page builder plugin!,5,https://wordpress.org/support/topic/the-best-page-builder-plugin-2/,"

				
				<p>No complaints, it simply works!! Very nice tool!</p>

				
			"
The Best,5,https://wordpress.org/support/topic/the-best-1403/,"

				
				<p>It&#8217;s the best. </p>

				
			"
Great Tool for WordPress Professionals,5,https://wordpress.org/support/topic/great-tool-for-wordpress-professionals/,"

				
				<p>This is a great tool. It&#8217;s hard to believe anyone could seriously give it anything less than 5-stars unless they work for the competition! I&#8217;ve used all the major page builders. I enjoy using this one the best. The support is great, too.</p>

				
			"
Considero que es de gran utilidad,5,https://wordpress.org/support/topic/considero-que-es-de-gran-utilidad/,"

				
				<p>Hasta el momento no he tenido ninguna complicación.</p>

				
			"
Best builder,5,https://wordpress.org/support/topic/best-builder-9/,"

				
				<p>Thank you</p>

				
			"
Loving Elementor Pro,5,https://wordpress.org/support/topic/loving-elementor-pro/,"

				
				<p>Really great website builder &#8211; ideal for a complete newb like me 🙂</p>

				
			"
Awesome Plugin for everyone.,5,https://wordpress.org/support/topic/awesome-plugin-for-everyone/,"

				
				<p>I just love it to create WordPress website for any of my client using elementor page builder. This is very easy to use. </p>

				
			"
Great tool,5,https://wordpress.org/support/topic/great-tool-1044/,"

				
				<p>Fantastic</p>

				
			"
Genial,5,https://wordpress.org/support/topic/genial-230/,"

				
				<p>Genial</p>

				
			"
It&#8217;s incredibly easy to adapt to this page builder!,5,https://wordpress.org/support/topic/its-incredibly-easy-to-adapt-to-this-page-builder/,"

				
				<p>It&#8217;s incredibly easy to adapt to this page builder, building websites just became so effortless with Elementor! Great product!</p>

				
			"
One of the best thing,5,https://wordpress.org/support/topic/one-of-the-best-thing/,"

				
				<p>that happend to wordpress.</p>

				
			"
Perfect,5,https://wordpress.org/support/topic/perfect-5837/,"

				
				<p>Toll und Super</p>

				
			"
"Доброго времени суток, господа разработчики",5,https://wordpress.org/support/topic/%d0%b4%d0%be%d0%b1%d1%80%d0%be%d0%b3%d0%be-%d0%b2%d1%80%d0%b5%d0%bc%d0%b5%d0%bd%d0%b8-%d1%81%d1%83%d1%82%d0%be%d0%ba-%d0%b3%d0%be%d1%81%d0%bf%d0%be%d0%b4%d0%b0-%d1%80%d0%b0%d0%b7%d1%80%d0%b0%d0%b1/,"

				
				<p>Добавьте пожалуйста больше точек останова(брек-поинто).Или вообще пересадите Елементор на фреймвор Бутстрап. Так еще удобнее будет делать адаптивные сайты и страницы.</p>


<ul id=""bbp-topic-revision-log-11216130"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11216130-item-11216136"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 1 week ago by <a href=""https://wordpress.org/support/users/nestor31/"" title=""View nestor31&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/ad533199dd3ce29b7f5850698de6f1e3?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/ad533199dd3ce29b7f5850698de6f1e3?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/nestor31/"" title=""View nestor31&#039;s profile"">nestor31</a>.
	</li>

</ul>


				
			"
The best!,5,https://wordpress.org/support/topic/the-best-1402/,"

				
				<p>The best!</p>

				
			"
super,5,https://wordpress.org/support/topic/super-1360/,"

				
				<p>super</p>

				
			"
Ótimo,5,https://wordpress.org/support/topic/otimo-273/,"

				
				<p>Muito boa a tecnologia de facilidade integrada.</p>


<ul id=""bbp-topic-revision-log-11215318"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11215318-item-11215319"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 1 week ago by <a href=""https://wordpress.org/support/users/subwordpress/"" title=""View subwordpress&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/85dfc99231df35cfc3b6022621333aba?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/85dfc99231df35cfc3b6022621333aba?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/subwordpress/"" title=""View subwordpress&#039;s profile"">subwordpress</a>. Reason: Atualizar a página inicial do editor
	</li>

</ul>


				
			"
"Sin el, WordPress no sería igual",5,https://wordpress.org/support/topic/sin-el-wordpress-no-seria-igual/,"

				
				<p>Cómodo, intuitivo, fantástico. Gran trabajo!</p>

				
			"
Good,5,https://wordpress.org/support/topic/good-4243/,"

				
				<p>good im using near about all page</p>

				
			"
Good!!!,5,https://wordpress.org/support/topic/good-4242/,"

				
				<p>Wonderful designer!</p>

				
			"
Makkelijk in gebruik,5,https://wordpress.org/support/topic/makkelijk-in-gebruik-2/,"

				
				<p>Plugin is zeer makkelijk in gebruik</p>

				
			"
Awesome,5,https://wordpress.org/support/topic/awesome-6439/,"

				
				<p>The perfect and easiest page builder to use. thank you.</p>

				
			"
New to WordPress &#8211; easy to get started.,5,https://wordpress.org/support/topic/new-to-wordpress-easy-to-get-started/,"

				
				<p>I have dabbled with website development using various tools for years.  WordPress is one of the best ways I&#8217;ve experienced to get great looking results quickly. I maintain the website for our motorcycle chapter and would rather be riding than working on a webpage. WordPress helps me do that.  Thanks!</p>

				
			"
best page builder ever,5,https://wordpress.org/support/topic/best-page-builder-ever-21/,"

				
				<p>i just found this page builder and all i can say is amazing.</p>

				
			"
Ļoti labs redaktors!,5,https://wordpress.org/support/topic/loti-labs-redaktors/,"

				
				<p>Ļoti labs redaktors!</p>

				
			"
Great Page Builder!!,5,https://wordpress.org/support/topic/great-page-builder-37/,"

				
				<p>I have been designing websites, since the Internet was born. I have used many platforms and many page builders. The thing I like most about Elementor is the developers. They actually listen to their client base and they are keeping current. The other thing I like is that their pricing is very reasonable for the pro product. Anyway, great plug-in keep up the good work!!</p>

				
			"
The best pagebuilder,5,https://wordpress.org/support/topic/the-best-pagebuilder-4/,"

				
				<p>Easy work</p>

				
			"
I love it :-)),5,https://wordpress.org/support/topic/i-love-it-467/,"

				
				<p>I love to work with Elementor.</p>

				
			"
Excellent plugin,5,https://wordpress.org/support/topic/excellent-plugin-4643/,"

				
				<p>Enjoy working on it!</p>

				
			"
Looks great,5,https://wordpress.org/support/topic/looks-great-115/,"

				
				<p>Looks great </p>

				
			"
awesome,5,https://wordpress.org/support/topic/awesome-6432/,"

				
				<p>Amazing Plugin, exemplary.</p>

				
			"
future of wordpress,5,https://wordpress.org/support/topic/future-of-wordpress-5/,"

				
				<p>all i want in past is the elementor and now thanks for creating my dreams ! 🙂</p>

				
			"
Great tool,5,https://wordpress.org/support/topic/great-tool-1040/,"

				
				<p>Easy to use. Lot of options and possibilities to customize the elements.<br />
But necessary to add the Essential Addons for Elementor to be able to add tables.<br />
It was a great discovery for me.</p>

				
			"
nice,5,https://wordpress.org/support/topic/nice-2843/,"

				
				<p>nice</p>

				
			"
Great plugin &#8211; no need for many others,5,https://wordpress.org/support/topic/great-plugin-no-need-for-many-others/,"

				
				<p>Fantastic quality and seriously increases my page building workflow speed</p>

				
			"
Best WordPress Plugin,5,https://wordpress.org/support/topic/best-wordpress-plugin-28/,"

				
				<p>Incredible!</p>

				
			"
The Best Page Builder for WordPress,5,https://wordpress.org/support/topic/the-best-page-builder-for-wordpress-2/,"

				
				<p>By far the best.</p>

				
			"
Great plugin,4,https://wordpress.org/support/topic/great-plugin-20853/,"

				
				<p>Helps create awesome web pages</p>

				
			"
Best Page Builder in 2019,5,https://wordpress.org/support/topic/best-page-builder-in-2019/,"

				
				<p>Elementor is just WOW. The WOWness comes also from all the big community around this awesome product.</p>

				
			"
O Elementor é excepcionalmente fantástico,5,https://wordpress.org/support/topic/o-elementor-e-excepcionalmente-fantastico/,"

				
				<p>Eu adoro trabalhar com o Elementor.</p>

				
			"
Just great &amp; fun to work with,4,https://wordpress.org/support/topic/just-great-fun-to-work-with/,"

				
				<p>Preparing new site for my customer is just fun. She is enjoying elementor too and utilizes its elements with ease, after a short intro.</p>
<p>To have own templates is fine. But at the beginning some tutorials help on how to cope with them. </p>
<p>Thanks for your excellent product <strong>Elementor</strong>. Pls carry on with it. I give it a &#8220;4 stars&#8221; so to say, <strong>Elementor is just great</strong>, but not perfect. Improvements would be possible. But here is not the place to suggest it.</p>


<ul id=""bbp-topic-revision-log-11204658"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11204658-item-11204661"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 1 week ago by <a href=""https://wordpress.org/support/users/ka-tho-ba/"" title=""View Ka Tho Ba&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/94b919ac16721144e3c5a6908643d3f4?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/94b919ac16721144e3c5a6908643d3f4?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/ka-tho-ba/"" title=""View Ka Tho Ba&#039;s profile"">Ka Tho Ba</a>. Reason: Typos
	</li>

</ul>


				
			"
Удобный плагин,5,https://wordpress.org/support/topic/%d1%83%d0%b4%d0%be%d0%b1%d0%bd%d1%8b%d0%b9-%d0%bf%d0%bb%d0%b0%d0%b3%d0%b8%d0%bd-5/,"

				
				<p>Удобный плагин,<br />
скорее всего куплю версию Про.</p>

				
			"
Bravo,5,https://wordpress.org/support/topic/bravo-102/,"

				
				<p>Merci pour ce magnifique constructeur de pages</p>

				
			"
good,5,https://wordpress.org/support/topic/good-4234/,"

				
				<p>good elementol</p>

				
			"
Great tool that keeps getting better!,5,https://wordpress.org/support/topic/great-tool-that-keeps-getting-better/,"

				
				<p>Great tool that keeps getting better!</p>

				
			"
The best page builder!,5,https://wordpress.org/support/topic/the-best-page-builder-28/,"

				
				<p>As a developer I tried many builders available on the market, and Elementor is by far the best one. Everything is easy to understand and self-explanatory. Moreover, it is very well documented. A must have tool for any WordPress developer regardless of coding skill level.</p>

				
			"
simply the best,5,https://wordpress.org/support/topic/simply-the-best-412/,"

				
				<p>easy to use, i can only recommend it</p>

				
			"
Cannot live without Elementor,5,https://wordpress.org/support/topic/cannot-live-without-elementor/,"

				
				<p>Without Elementor I could not have created the site I wanted.</p>

				
			"
Good Job,5,https://wordpress.org/support/topic/good-job-1019/,"

				
				<p>Great tool</p>

				
			"
Great tool,5,https://wordpress.org/support/topic/reallygreat-tool/,"

				
				<p>Thx&#8230; perfect!</p>


<ul id=""bbp-topic-revision-log-11199038"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11199038-item-11199040"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 1 week ago by <a href=""https://wordpress.org/support/users/640521-1/"" title=""View 640521&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/c0592c3fa27a9a251be07a5c0d0d3f38?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/c0592c3fa27a9a251be07a5c0d0d3f38?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/640521-1/"" title=""View 640521&#039;s profile"">640521</a>.
	</li>

</ul>


				
			"
Really perfect PageBuilder,5,https://wordpress.org/support/topic/really-perfect-pagebuilder/,"

				
				<p>It&#8217;s really easy to build a great site with Elementor. The difference to other page builders is the great frontend editing. I love it!</p>

				
			"
Awesome for marketers,5,https://wordpress.org/support/topic/awesome-for-marketers/,"

				
				<p>Awesome plugin for building landing pages, funnels AND websites.</p>

				
			"
Perfect page builder,5,https://wordpress.org/support/topic/perfect-page-builder-3/,"

				
				<p>Wow! Effortless page builder with all new pop up generator: never anything else anymore!</p>

				
			"
Elementor makes it easy to build pages,5,https://wordpress.org/support/topic/elementor-makes-it-easy-to-build-pages/,"

				
				<p>Makes it easy and helps to speed up the building process.</p>

				
			"
I made the switch,5,https://wordpress.org/support/topic/i-made-the-switch/,"

				
				<p>I used BB for awhile and when Elementor stepped up the game, it was easy to switch.<br />
Converting everything is easy.</p>

				
			"
Très bonne application,4,https://wordpress.org/support/topic/tres-bonne-application-2/,"

				
				<p>J&#8217;utilise Elementor depuis 2 mois et je ferais de sortes à ce que tous les internautes l&#8217;utilise. very nice job</p>

				
			"
I Love it,5,https://wordpress.org/support/topic/i-love-it-464/,"

				
				<p>Every time I work with Elementor, I find some cool new feature to tackle new challenges. With a tiny bit of CSS and HTML I can get exactly what I want. Humanism rules !¡~&gt;</p>

				
			"
A very good builder,5,https://wordpress.org/support/topic/a-very-good-builder/,"

				
				<p>Easy to use, what else?</p>

				
			"
Challenge your artistic,5,https://wordpress.org/support/topic/challenge-your-artistic/,"

				
				<p>This plugin is very helpful to me. It makes me just like senior web design Lol</p>

				
			"
Very Easy to learn and very intuitive,5,https://wordpress.org/support/topic/very-easy-to-learn-and-very-intuitive/,"

				
				<p>This is one of the first plugin that one don&#8217;t need to go to Cambridge to learn how to use it.<br />
To me is a great value added to WordPress.</p>


<ul id=""bbp-topic-revision-log-11192926"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11192926-item-11192933"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 2 weeks ago by <a href=""https://wordpress.org/support/users/dizzyxp/"" title=""View dizzyxp&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/7bf42d20d167e4c66e5aee3a1fe7a20f?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/7bf42d20d167e4c66e5aee3a1fe7a20f?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/dizzyxp/"" title=""View dizzyxp&#039;s profile"">dizzyxp</a>.
	</li>

</ul>


				
			"
Suuuper!!!,5,https://wordpress.org/support/topic/suuuper-2/,"

				
				<p>Very friendly and facile to use.</p>

				
			"
"Good tool but poor support. If you are stuck somewhere, your project comes to ha",1,https://wordpress.org/support/topic/good-tool-but-poor-support-if-you-are-stuck-somewhere-your-project-comes-to-ha/,"

				
				<p>Elementor support is super slow and ineffective. Hate it. </p>
<p>Please try to improve your support system. You have a million and counting customer base. Please try to upgrade your service excellence and support processes. </p>

				
			"
Elementor,5,https://wordpress.org/support/topic/elementor-39/,"

				
				<p>It was relatively easy to use, yet so powerful as a builder.</p>

				
			"
Super simple et efficace,5,https://wordpress.org/support/topic/super-simple-et-efficace-3/,"

				
				<p>Très bon constructeur de pages!!!</p>

				
			"
Best builder I&#8217;ve ever used!,5,https://wordpress.org/support/topic/best-builder-ive-ever-used-2/,"

				
				<p>I&#8217;m not an expert at building sites, but Elementor makes me feel like a Pro.<br />
I just built my 3rd personal site and this is the first time using Elementor and it&#8217;s awesome! I upgraded to the Pro version and it&#8217;s totally worth the little extra cost.  Easy to use and the added features are outstanding.   I&#8217;m still a beginner at building sites, but a few of my clients have recently asked who I hired to build our new site. That right there makes all the difference!  Fantastic!   </p>

				
			"
OceanWP,5,https://wordpress.org/support/topic/oceanwp-30/,"

				
				<p>Stable </p>

				
			"
Best pagebuilder of all time!,5,https://wordpress.org/support/topic/best-pagebuilder-of-all-time/,"

				
				<p>I don&#8217;t understand why many people say that the best pagebuilder is visualcomposer/wpbakey. I have tried both I can surely say that the easiest, greatest, powerful is Elementor!</p>

				
			"
Great tool,5,https://wordpress.org/support/topic/great-tool-1037/,"

				
				<p>😊 </p>

				
			"
"Easy to use, awesome results",5,https://wordpress.org/support/topic/easy-to-use-awesome-results/,"

				
				<p>I use the free version and it&#8217;s full of features, templates, blocks, pre built page and so on that it&#8217;s impossible to make mistakes.<br />
Easy to use, awesome results</p>

				
			"
Simply the Best,5,https://wordpress.org/support/topic/simply-the-best-409/,"

				
				<p>This plugin is too good to pass up and not use.</p>

				
			"
Simplemente Perfecto,5,https://wordpress.org/support/topic/simplemente-perfecto-4/,"

				
				<p>Te permite <strong>concentrarte en el diseño</strong>, no en el código. Excelente!</p>

				
			"
My go to web editor plugin,5,https://wordpress.org/support/topic/my-go-to-web-editor-plugin/,"

				
				<p>Since I installed Elementor Pro, I&#8217;ve been able to create better-looking websites fast for me and my clients.</p>

				
			"
Fantastic Page Builder,5,https://wordpress.org/support/topic/fantastic-page-builder-6/,"

				
				<p>It has a depth of options, great plugins and a wonderful community forums.</p>

				
			"
5 звезд,5,https://wordpress.org/support/topic/5-%d0%b7%d0%b2%d0%b5%d0%b7%d0%b4-2/,"

				
				<p>Отличный плагин, а в сочетании с другими очень полезный инструмент в работе.</p>

				
			"
just great,5,https://wordpress.org/support/topic/just-great-326/,"

				
				<p>easy to use, i can only recommend it</p>

				
			"
Works great and easy to use.,5,https://wordpress.org/support/topic/works-great-and-easy-to-use-40/,"

				
				<p>This is just the plugin I go for when I am building my sites. It&#8217;s just easy to work with and has all the options I need. The interface is also user-friendly. Great Job.</p>


<ul id=""bbp-topic-revision-log-11182878"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11182878-item-11182879"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 2 weeks ago by <a href=""https://wordpress.org/support/users/jacquesvw/"" title=""View jacquesvw&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/ea9d2b36e1dbf46d3e7f5fd545245215?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/ea9d2b36e1dbf46d3e7f5fd545245215?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/jacquesvw/"" title=""View jacquesvw&#039;s profile"">jacquesvw</a>.
	</li>

</ul>


				
			"
I couldn&#8217;t succeed in blogging without Elementor!,5,https://wordpress.org/support/topic/i-couldnt-succeed-in-blogging-without-elementor/,"

				
				<p>I recently discovered Elementor when I searched for plugins that will asist me with creating my pages. From there, I discovered this wonderful plugin that made my life easier than before. Before, I wished to have a nice layout for my website, however, it&#8217;s not possible unless if I could pay someone high to do it for me. But now, I can do the layout myself because of this. Thank you so much for the wonderful work!</p>

				
			"
Best page builder ever!!!,5,https://wordpress.org/support/topic/best-page-builder-ever-20/,"

				
				<p>I really recommend this page builder.<br />
He&#8217;s by far the most intuitive builder for WordPress!! </p>

				
			"
Awesome !,5,https://wordpress.org/support/topic/awesome-6410/,"

				
				<p>Great tool for designers! Need copy some functions from Live Composer, so Elementhor is more stable.</p>
<p>Rgds,from Brasil =)</p>

				
			"
versatile and intuitive,5,https://wordpress.org/support/topic/versatile-and-intuitive-2/,"

				
				<p>A versatile builder, power is not capitulated for an intuitive interface and experience.</p>

				
			"
The Only Page Builder You Will Ever Need,5,https://wordpress.org/support/topic/the-only-page-builder-you-will-ever-need-2/,"

				
				<p>I&#8217;ve tried them all&#8230; Divi, Site Origin, Dynamik, Beaver Builder&#8230; they all do some things well, but none of them can compete with the ease and power of Elementor (and Elementor Pro). I wouldn&#8217;t build a site, no matter how big or small, without this page builder installed. On top of that, they just keep making it better with each patch! Keep up the great work!</p>

				
			"
best pagebuilder,5,https://wordpress.org/support/topic/best-pagebuilder-2/,"

				
				<p>I have only a base knowledge of HTML5 and CSS, but with Elementor free version I was able to create a dynamic web page for myself and some friends of mine. I recommend Elementor with all my heart.  </p>

				
			"
super,5,https://wordpress.org/support/topic/super-1346/,"

				
				<p>Super</p>

				
			"
Do the Job !,4,https://wordpress.org/support/topic/do-the-job-35/,"

				
				<p>But there are still some bugs&#8230;</p>

				
			"
Amazing!,5,https://wordpress.org/support/topic/amazing-2077/,"

				
				<p>Elementor is just so easy! It saves a lot of time in my projects, allowing me to build websites way faster and have more clients.</p>

				
			"
Great page builder and excellent support!,5,https://wordpress.org/support/topic/great-page-builder-and-excellent-support/,"

				
				<p>Super happy with Elementor!</p>

				
			"
Just Good,4,https://wordpress.org/support/topic/just-good-8/,"

				
				<p>Good appli but I would like use CSS without paying&#8230;</p>

				
			"
Great plugin,5,https://wordpress.org/support/topic/great-plugin-20764/,"

				
				<p>Better than I expect, this is a awesome plugin and easy to use!</p>

				
			"
Incredible builder.. I love to building on elementor.,5,https://wordpress.org/support/topic/incredible-builder-i-love-to-building-on-elementor/,"

				
				<p>I have approx 10 websites which are totally build on elementor.</p>

				
			"
Ótima Ferramenta,5,https://wordpress.org/support/topic/otima-ferramenta-11/,"

				
				<p>O Elementor é uma ótima ferramenta para quem quer personalizar o site da sua forma, mesmo com a versão gratuita já se pode fazer muito, certamente que usar não vai se arrepender.</p>

				
			"
O melhor! The best!,5,https://wordpress.org/support/topic/o-melhor-the-best-2/,"

				
				<p>Me ajuda em tudo! </p>

				
			"
it&#8217;s da shiznit,5,https://wordpress.org/support/topic/its-da-shiznit/,"

				
				<p>it&#8217;s da shiznit</p>

				
			"
Elementor is great,5,https://wordpress.org/support/topic/elementor-is-great-4/,"

				
				<p>great, easy to edit and customize</p>

				
			"
Great pagebuilder,5,https://wordpress.org/support/topic/great-pagebuilder-3/,"

				
				<p>Easy to use</p>

				
			"
Elementor (Especially Pro) = best thing happened in the www!,5,https://wordpress.org/support/topic/elementor-especially-pro-best-thing-happened-in-the-www/,"

				
				<p>I&#8217;m using elementor &amp; pro for 2 years now.<br />
Other page builders don&#8217;t do 1% of what elementor pro does, and the EXPERIENCE of building pages is sometimes unbelievable.<br />
I truly believe it&#8217;s on the best tools that was ever released to web designers and developers.<br />
Keep up the good job.<br />
GLIX &#8211; Creative Studio</p>

				
			"
Eccellente costruttore di pagine e template,5,https://wordpress.org/support/topic/eccellente-costruttore-di-pagine-e-template/,"

				
				<p>Ottimo drag and drop e soprattutto molti video educativi</p>

				
			"
Just Awesome!,5,https://wordpress.org/support/topic/just-awesome-207/,"

				
				<p>Best Website Builder. Easy to customize &amp; very much user friendly for my non-techy customers.</p>

				
			"
Amazing!!!,5,https://wordpress.org/support/topic/amazing-2073/,"

				
				<p>I have been searching for a very long time for a way to graphically design my website.<br />
With Elementor my search is over.<br />
I am able to do just about everything I want and I am so grateful that this plugin exists.</p>
<p>This is definitely one of the best things in WordPress. </p>

				
			"
Отлично,5,https://wordpress.org/support/topic/%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%bd%d0%be-145/,"

				
				<p>отличный конструктор,красиво и удобно</p>

				
			"
Genial!!!,5,https://wordpress.org/support/topic/genial-225/,"

				
				<p>De verdad que es maravilloso poder crear una web de forma tan sencilla, y con tanta versatilidad.<br />
GRACIAS al equipo detrás de Elementor</p>


<ul id=""bbp-topic-revision-log-11172043"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-11172043-item-11172238"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month, 2 weeks ago by <a href=""https://wordpress.org/support/users/drfcozapata/"" title=""View drfcozapata&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/046072a425cdf9e29a2b2b3c8c2e933d?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/046072a425cdf9e29a2b2b3c8c2e933d?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/drfcozapata/"" title=""View drfcozapata&#039;s profile"">drfcozapata</a>.
	</li>

</ul>


				
			"
